sale_id,date,year,month,week,product_id,product_name,is_new_product,region,channel,units_sold,unit_price,revenue,cogs,gross_profit,sessions,new_customers
2676,2025-08-09,2025,8,32,P004,AI Insights Module,1,North,Online,2,799.44,1598.88,624.96,973.92,24,0
2677,2025-08-09,2025,8,32,P001,Analytics Suite,0,South,Offline,8,506.88,4055.04,1792.8,2262.24,72,2
2678,2025-08-09,2025,8,32,P002,Dashboard Pro,0,South,Partner,13,295.24,3838.12,1551.42,2286.7,104,3
2679,2025-08-09,2025,8,32,P003,Data Connector Plus,0,South,Offline,17,149.25,2537.25,1051.11,1486.14,153,3
2680,2025-08-09,2025,8,32,P004,AI Insights Module,1,South,Offline,3,818.79,2456.37,966.96,1489.41,36,0
2681,2025-08-09,2025,8,32,P001,Analytics Suite,0,East,Offline,7,495.24,3466.68,1352.89,2113.79,56,1
2682,2025-08-09,2025,8,32,P002,Dashboard Pro,0,East,Offline,13,290.35,3774.55,1573.26,2201.29,156,3
2683,2025-08-09,2025,8,32,P003,Data Connector Plus,0,East,Online,20,151.71,3034.2,1436.6,1597.6,180,5
2684,2025-08-09,2025,8,32,P004,AI Insights Module,1,East,Offline,2,787.27,1574.54,717.4,857.14,22,0
2685,2025-08-09,2025,8,32,P001,Analytics Suite,0,West,Offline,8,502.77,4022.16,1853.44,2168.72,96,2
2686,2025-08-09,2025,8,32,P002,Dashboard Pro,0,West,Offline,12,304.93,3659.16,1610.16,2049.0,168,3
2687,2025-08-09,2025,8,32,P003,Data Connector Plus,0,West,Offline,20,153.3,3066.0,1255.6,1810.4,240,4
2688,2025-08-09,2025,8,32,P004,AI Insights Module,1,West,Partner,2,793.44,1586.88,626.34,960.54,18,0
2689,2025-08-10,2025,8,32,P001,Analytics Suite,0,North,Partner,7,507.15,3550.05,1568.7,1981.35,84,1
2690,2025-08-10,2025,8,32,P002,Dashboard Pro,0,North,Online,11,293.17,3224.87,1496.11,1728.76,99,2
2691,2025-08-10,2025,8,32,P003,Data Connector Plus,0,North,Offline,18,151.51,2727.18,1146.6,1580.58,198,4
2692,2025-08-10,2025,8,32,P004,AI Insights Module,1,North,Offline,3,794.58,2383.74,1018.56,1365.18,36,0
2693,2025-08-10,2025,8,32,P001,Analytics Suite,0,South,Partner,7,506.9,3548.3,1576.12,1972.18,56,1
2694,2025-08-10,2025,8,32,P002,Dashboard Pro,0,South,Partner,11,300.11,3301.21,1426.15,1875.06,99,2
2695,2025-08-10,2025,8,32,P003,Data Connector Plus,0,South,Online,20,149.92,2998.4,1408.8,1589.6,180,4
2696,2025-08-10,2025,8,32,P004,AI Insights Module,1,South,Online,2,801.93,1603.86,766.8,837.06,28,0
2697,2025-08-10,2025,8,32,P001,Analytics Suite,0,East,Partner,9,512.77,4614.93,2206.71,2408.22,72,2
2698,2025-08-10,2025,8,32,P002,Dashboard Pro,0,East,Online,12,297.82,3573.84,1661.52,1912.32,168,2
2699,2025-08-10,2025,8,32,P003,Data Connector Plus,0,East,Offline,19,147.74,2807.06,1252.29,1554.77,209,3
2700,2025-08-10,2025,8,32,P004,AI Insights Module,1,East,Online,2,802.5,1605.0,621.58,983.42,26,0
2701,2025-08-10,2025,8,32,P001,Analytics Suite,0,West,Offline,7,498.46,3489.22,1615.74,1873.48,91,1
2702,2025-08-10,2025,8,32,P002,Dashboard Pro,0,West,Online,13,304.51,3958.63,1892.41,2066.22,130,3
2703,2025-08-10,2025,8,32,P003,Data Connector Plus,0,West,Online,18,146.25,2632.5,1039.5,1593.0,216,4
2704,2025-08-10,2025,8,32,P004,AI Insights Module,1,West,Online,2,815.77,1631.54,759.42,872.12,16,0
2705,2025-08-11,2025,8,33,P001,Analytics Suite,0,North,Online,11,506.55,5572.05,2592.26,2979.79,143,2
2706,2025-08-11,2025,8,33,P002,Dashboard Pro,0,North,Online,18,305.91,5506.38,2156.76,3349.62,144,5
2707,2025-08-11,2025,8,33,P003,Data Connector Plus,0,North,Online,29,146.34,4243.86,1958.37,2285.49,261,6
2708,2025-08-11,2025,8,33,P004,AI Insights Module,1,North,Online,4,815.99,3263.96,1362.76,1901.2,32,0
2709,2025-08-11,2025,8,33,P001,Analytics Suite,0,South,Offline,13,486.43,6323.59,2945.41,3378.18,104,2
2710,2025-08-11,2025,8,33,P002,Dashboard Pro,0,South,Partner,19,303.91,5774.29,2307.36,3466.93,228,4
2711,2025-08-11,2025,8,33,P003,Data Connector Plus,0,South,Online,29,148.21,4298.09,1791.62,2506.47,377,7
2712,2025-08-11,2025,8,33,P004,AI Insights Module,1,South,Offline,4,817.97,3271.88,1335.4,1936.48,48,0
2713,2025-08-11,2025,8,33,P001,Analytics Suite,0,East,Online,13,497.47,6467.11,2950.87,3516.24,143,2
2714,2025-08-11,2025,8,33,P002,Dashboard Pro,0,East,Online,17,292.49,4972.33,1935.28,3037.05,238,4
2715,2025-08-11,2025,8,33,P003,Data Connector Plus,0,East,Partner,31,151.91,4709.21,2251.84,2457.37,248,7
2716,2025-08-11,2025,8,33,P004,AI Insights Module,1,East,Offline,4,778.23,3112.92,1306.56,1806.36,32,0
2717,2025-08-11,2025,8,33,P001,Analytics Suite,0,West,Online,12,486.04,5832.48,2481.0,3351.48,108,2
2718,2025-08-11,2025,8,33,P002,Dashboard Pro,0,West,Online,17,306.74,5214.58,2087.26,3127.32,153,4
2719,2025-08-11,2025,8,33,P003,Data Connector Plus,0,West,Partner,29,148.71,4312.59,1643.43,2669.16,319,7
2720,2025-08-11,2025,8,33,P004,AI Insights Module,1,West,Online,4,782.91,3131.64,1241.2,1890.44,48,0
2721,2025-08-12,2025,8,33,P001,Analytics Suite,0,North,Offline,11,496.66,5463.26,2249.61,3213.65,143,2
2722,2025-08-12,2025,8,33,P002,Dashboard Pro,0,North,Online,19,307.55,5843.45,2348.02,3495.43,171,3
2723,2025-08-12,2025,8,33,P003,Data Connector Plus,0,North,Online,31,147.18,4562.58,2064.91,2497.67,248,6
2724,2025-08-12,2025,8,33,P004,AI Insights Module,1,North,Partner,4,777.32,3109.28,1340.2,1769.08,40,1
2725,2025-08-12,2025,8,33,P001,Analytics Suite,0,South,Partner,11,492.28,5415.08,2302.3,3112.78,99,2
2726,2025-08-12,2025,8,33,P002,Dashboard Pro,0,South,Offline,20,297.18,5943.6,2796.4,3147.2,180,5
2727,2025-08-12,2025,8,33,P003,Data Connector Plus,0,South,Partner,29,149.12,4324.48,1649.23,2675.25,232,5
2728,2025-08-12,2025,8,33,P004,AI Insights Module,1,South,Offline,3,798.6,2395.8,1108.62,1287.18,36,0
2729,2025-08-12,2025,8,33,P001,Analytics Suite,0,East,Partner,11,499.58,5495.38,2402.84,3092.54,99,2
2730,2025-08-12,2025,8,33,P002,Dashboard Pro,0,East,Offline,20,304.1,6082.0,2453.4,3628.6,220,4
2731,2025-08-12,2025,8,33,P003,Data Connector Plus,0,East,Offline,32,152.35,4875.2,2265.92,2609.28,256,6
2732,2025-08-12,2025,8,33,P004,AI Insights Module,1,East,Online,4,790.3,3161.2,1382.2,1779.0,36,0
2733,2025-08-12,2025,8,33,P001,Analytics Suite,0,West,Offline,13,498.79,6484.27,2930.33,3553.94,156,2
2734,2025-08-12,2025,8,33,P002,Dashboard Pro,0,West,Offline,20,307.87,6157.4,2377.4,3780.0,260,5
2735,2025-08-12,2025,8,33,P003,Data Connector Plus,0,West,Offline,29,152.58,4424.82,1746.38,2678.44,406,7
2736,2025-08-12,2025,8,33,P004,AI Insights Module,1,West,Offline,4,775.14,3100.56,1382.52,1718.04,32,0
2737,2025-08-13,2025,8,33,P001,Analytics Suite,0,North,Offline,11,494.49,5439.39,2606.67,2832.72,88,2
2738,2025-08-13,2025,8,33,P002,Dashboard Pro,0,North,Online,19,290.3,5515.7,2612.88,2902.82,209,4
2739,2025-08-13,2025,8,33,P003,Data Connector Plus,0,North,Online,29,145.87,4230.23,1933.14,2297.09,377,5
2740,2025-08-13,2025,8,33,P004,AI Insights Module,1,North,Offline,4,781.68,3126.72,1424.2,1702.52,44,1
2741,2025-08-13,2025,8,33,P001,Analytics Suite,0,South,Offline,13,500.03,6500.39,2749.63,3750.76,117,3
2742,2025-08-13,2025,8,33,P002,Dashboard Pro,0,South,Online,18,299.84,5397.12,2119.32,3277.8,162,4
2743,2025-08-13,2025,8,33,P003,Data Connector Plus,0,South,Partner,32,151.67,4853.44,2198.4,2655.04,416,7
2744,2025-08-13,2025,8,33,P004,AI Insights Module,1,South,Offline,4,821.77,3287.08,1331.52,1955.56,52,1
2745,2025-08-13,2025,8,33,P001,Analytics Suite,0,East,Offline,13,492.96,6408.48,2906.54,3501.94,182,3
2746,2025-08-13,2025,8,33,P002,Dashboard Pro,0,East,Online,19,301.64,5731.16,2536.69,3194.47,209,4
2747,2025-08-13,2025,8,33,P003,Data Connector Plus,0,East,Online,33,151.25,4991.25,2116.95,2874.3,429,7
2748,2025-08-13,2025,8,33,P004,AI Insights Module,1,East,Online,3,817.95,2453.85,1049.67,1404.18,33,0
2749,2025-08-13,2025,8,33,P001,Analytics Suite,0,West,Partner,14,489.62,6854.68,2793.28,4061.4,154,3
2750,2025-08-13,2025,8,33,P002,Dashboard Pro,0,West,Offline,21,291.17,6114.57,2626.05,3488.52,231,4
2751,2025-08-13,2025,8,33,P003,Data Connector Plus,0,West,Offline,29,145.87,4230.23,1821.49,2408.74,319,7
2752,2025-08-13,2025,8,33,P004,AI Insights Module,1,West,Online,3,815.02,2445.06,977.07,1467.99,36,0
2753,2025-08-14,2025,8,33,P001,Analytics Suite,0,North,Online,11,503.29,5536.19,2104.08,3432.11,132,2
2754,2025-08-14,2025,8,33,P002,Dashboard Pro,0,North,Online,20,304.25,6085.0,2476.2,3608.8,260,3
2755,2025-08-14,2025,8,33,P003,Data Connector Plus,0,North,Partner,32,147.75,4728.0,2140.8,2587.2,352,6
2756,2025-08-14,2025,8,33,P004,AI Insights Module,1,North,Offline,4,776.87,3107.48,1267.72,1839.76,36,0
2757,2025-08-14,2025,8,33,P001,Analytics Suite,0,South,Online,13,494.29,6425.77,2559.05,3866.72,130,3
2758,2025-08-14,2025,8,33,P002,Dashboard Pro,0,South,Online,19,297.1,5644.9,2605.28,3039.62,266,3
2759,2025-08-14,2025,8,33,P003,Data Connector Plus,0,South,Online,30,150.2,4506.0,2045.4,2460.6,360,7
2760,2025-08-14,2025,8,33,P004,AI Insights Module,1,South,Online,4,814.83,3259.32,1416.56,1842.76,36,1
2761,2025-08-14,2025,8,33,P001,Analytics Suite,0,East,Online,13,487.12,6332.56,2456.74,3875.82,130,3
2762,2025-08-14,2025,8,33,P002,Dashboard Pro,0,East,Online,18,299.59,5392.62,2145.06,3247.56,198,4
2763,2025-08-14,2025,8,33,P003,Data Connector Plus,0,East,Online,29,153.19,4442.51,1786.69,2655.82,348,7
2764,2025-08-14,2025,8,33,P004,AI Insights Module,1,East,Offline,4,804.17,3216.68,1294.24,1922.44,32,1
2765,2025-08-14,2025,8,33,P001,Analytics Suite,0,West,Online,12,500.79,6009.48,2299.08,3710.4,120,2
2766,2025-08-14,2025,8,33,P002,Dashboard Pro,0,West,Partner,19,307.19,5836.61,2407.3,3429.31,228,4
2767,2025-08-14,2025,8,33,P003,Data Connector Plus,0,West,Online,31,151.44,4694.64,1889.14,2805.5,310,6
2768,2025-08-14,2025,8,33,P004,AI Insights Module,1,West,Offline,4,780.78,3123.12,1444.24,1678.88,48,0
2769,2025-08-15,2025,8,33,P001,Analytics Suite,0,North,Offline,13,511.39,6648.07,2557.49,4090.58,117,3
2770,2025-08-15,2025,8,33,P002,Dashboard Pro,0,North,Online,20,300.47,6009.4,2335.2,3674.2,160,4
2771,2025-08-15,2025,8,33,P003,Data Connector Plus,0,North,Online,29,145.32,4214.28,1739.13,2475.15,232,6
2772,2025-08-15,2025,8,33,P004,AI Insights Module,1,North,Online,3,809.98,2429.94,1122.03,1307.91,27,0
2773,2025-08-15,2025,8,33,P001,Analytics Suite,0,South,Online,13,499.73,6496.49,2759.25,3737.24,143,2
2774,2025-08-15,2025,8,33,P002,Dashboard Pro,0,South,Partner,17,301.17,5119.89,2302.48,2817.41,153,4
2775,2025-08-15,2025,8,33,P003,Data Connector Plus,0,South,Offline,27,153.03,4131.81,1890.81,2241.0,216,5
2776,2025-08-15,2025,8,33,P004,AI Insights Module,1,South,Partner,4,800.4,3201.6,1406.04,1795.56,52,0
2777,2025-08-15,2025,8,33,P001,Analytics Suite,0,East,Online,11,505.96,5565.56,2118.71,3446.85,121,2
2778,2025-08-15,2025,8,33,P002,Dashboard Pro,0,East,Offline,18,299.26,5386.68,2234.52,3152.16,252,3
2779,2025-08-15,2025,8,33,P003,Data Connector Plus,0,East,Offline,27,147.49,3982.23,1822.23,2160.0,378,5
2780,2025-08-15,2025,8,33,P004,AI Insights Module,1,East,Offline,4,816.45,3265.8,1499.76,1766.04,44,0
2781,2025-08-15,2025,8,33,P001,Analytics Suite,0,West,Online,12,492.97,5915.64,2665.68,3249.96,132,2
2782,2025-08-15,2025,8,33,P002,Dashboard Pro,0,West,Online,21,306.05,6427.05,2660.49,3766.56,273,5
2783,2025-08-15,2025,8,33,P003,Data Connector Plus,0,West,Online,33,151.65,5004.45,2322.87,2681.58,429,6
2784,2025-08-15,2025,8,33,P004,AI Insights Module,1,West,Offline,4,789.63,3158.52,1505.88,1652.64,32,1
2785,2025-08-16,2025,8,33,P001,Analytics Suite,0,North,Online,8,493.98,3951.84,1504.16,2447.68,112,1
2786,2025-08-16,2025,8,33,P002,Dashboard Pro,0,North,Offline,11,295.53,3250.83,1445.73,1805.1,132,2
2787,2025-08-16,2025,8,33,P003,Data Connector Plus,0,North,Partner,21,145.7,3059.7,1198.05,1861.65,294,4
2788,2025-08-16,2025,8,33,P004,AI Insights Module,1,North,Online,2,785.02,1570.04,601.92,968.12,22,0
2789,2025-08-16,2025,8,33,P001,Analytics Suite,0,South,Online,8,500.66,4005.28,1635.76,2369.52,64,1
2790,2025-08-16,2025,8,33,P002,Dashboard Pro,0,South,Online,12,301.1,3613.2,1732.56,1880.64,144,2
2791,2025-08-16,2025,8,33,P003,Data Connector Plus,0,South,Partner,19,152.13,2890.47,1220.75,1669.72,171,5
2792,2025-08-16,2025,8,33,P004,AI Insights Module,1,South,Online,2,809.52,1619.04,639.48,979.56,22,0
2793,2025-08-16,2025,8,33,P001,Analytics Suite,0,East,Offline,8,499.46,3995.68,1885.68,2110.0,72,1
2794,2025-08-16,2025,8,33,P002,Dashboard Pro,0,East,Online,13,291.28,3786.64,1504.36,2282.28,182,3
2795,2025-08-16,2025,8,33,P003,Data Connector Plus,0,East,Online,20,151.12,3022.4,1186.6,1835.8,160,4
2796,2025-08-16,2025,8,33,P004,AI Insights Module,1,East,Offline,3,805.96,2417.88,941.19,1476.69,36,0
2797,2025-08-16,2025,8,33,P001,Analytics Suite,0,West,Online,7,486.72,3407.04,1461.46,1945.58,70,1
2798,2025-08-16,2025,8,33,P002,Dashboard Pro,0,West,Offline,12,296.22,3554.64,1518.48,2036.16,168,2
2799,2025-08-16,2025,8,33,P003,Data Connector Plus,0,West,Offline,17,148.61,2526.37,1081.37,1445.0,170,3
2800,2025-08-16,2025,8,33,P004,AI Insights Module,1,West,Offline,2,792.44,1584.88,623.76,961.12,22,0
2801,2025-08-17,2025,8,33,P001,Analytics Suite,0,North,Online,8,485.01,3880.08,1672.64,2207.44,64,2
2802,2025-08-17,2025,8,33,P002,Dashboard Pro,0,North,Partner,13,298.17,3876.21,1566.37,2309.84,156,2
2803,2025-08-17,2025,8,33,P003,Data Connector Plus,0,North,Offline,17,152.3,2589.1,1150.9,1438.2,136,3
2804,2025-08-17,2025,8,33,P004,AI Insights Module,1,North,Offline,2,785.34,1570.68,711.26,859.42,26,0
2805,2025-08-17,2025,8,33,P001,Analytics Suite,0,South,Partner,8,512.97,4103.76,1693.12,2410.64,64,1
2806,2025-08-17,2025,8,33,P002,Dashboard Pro,0,South,Offline,12,300.2,3602.4,1517.28,2085.12,156,2
2807,2025-08-17,2025,8,33,P003,Data Connector Plus,0,South,Online,17,148.35,2521.95,1105.85,1416.1,238,4
2808,2025-08-17,2025,8,33,P004,AI Insights Module,1,South,Online,2,801.43,1602.86,661.2,941.66,18,0
2809,2025-08-17,2025,8,33,P001,Analytics Suite,0,East,Partner,9,507.66,4568.94,1829.07,2739.87,108,2
2810,2025-08-17,2025,8,33,P002,Dashboard Pro,0,East,Offline,11,297.53,3272.83,1395.24,1877.59,143,2
2811,2025-08-17,2025,8,33,P003,Data Connector Plus,0,East,Online,19,145.97,2773.43,1315.18,1458.25,171,4
2812,2025-08-17,2025,8,33,P004,AI Insights Module,1,East,Offline,2,787.2,1574.4,676.7,897.7,28,0
2813,2025-08-17,2025,8,33,P001,Analytics Suite,0,West,Offline,7,510.77,3575.39,1666.35,1909.04,98,1
2814,2025-08-17,2025,8,33,P002,Dashboard Pro,0,West,Online,11,293.16,3224.76,1332.21,1892.55,88,2
2815,2025-08-17,2025,8,33,P003,Data Connector Plus,0,West,Partner,19,151.32,2875.08,1124.8,1750.28,247,4
2816,2025-08-17,2025,8,33,P004,AI Insights Module,1,West,Offline,3,790.7,2372.1,1125.75,1246.35,36,0
2817,2025-08-18,2025,8,34,P001,Analytics Suite,0,North,Offline,11,484.87,5333.57,2098.58,3234.99,88,2
2818,2025-08-18,2025,8,34,P002,Dashboard Pro,0,North,Online,20,303.06,6061.2,2408.2,3653.0,180,5
2819,2025-08-18,2025,8,34,P003,Data Connector Plus,0,North,Offline,28,149.48,4185.44,1960.84,2224.6,364,6
2820,2025-08-18,2025,8,34,P004,AI Insights Module,1,North,Online,4,802.3,3209.2,1442.0,1767.2,36,1
2821,2025-08-18,2025,8,34,P001,Analytics Suite,0,South,Online,14,504.01,7056.14,3131.1,3925.04,126,3
2822,2025-08-18,2025,8,34,P002,Dashboard Pro,0,South,Offline,17,305.06,5186.02,2369.29,2816.73,238,3
2823,2025-08-18,2025,8,34,P003,Data Connector Plus,0,South,Partner,28,147.23,4122.44,1600.2,2522.24,364,6
2824,2025-08-18,2025,8,34,P004,AI Insights Module,1,South,Offline,4,790.41,3161.64,1465.48,1696.16,40,0
2825,2025-08-18,2025,8,34,P001,Analytics Suite,0,East,Partner,11,505.83,5564.13,2166.45,3397.68,154,2
2826,2025-08-18,2025,8,34,P002,Dashboard Pro,0,East,Partner,19,293.03,5567.57,2532.89,3034.68,228,4
2827,2025-08-18,2025,8,34,P003,Data Connector Plus,0,East,Online,27,146.31,3950.37,1791.45,2158.92,378,5
2828,2025-08-18,2025,8,34,P004,AI Insights Module,1,East,Online,4,784.44,3137.76,1503.68,1634.08,44,0
2829,2025-08-18,2025,8,34,P001,Analytics Suite,0,West,Offline,13,499.0,6487.0,2559.18,3927.82,104,2
2830,2025-08-18,2025,8,34,P002,Dashboard Pro,0,West,Online,17,292.75,4976.75,2322.54,2654.21,136,4
2831,2025-08-18,2025,8,34,P003,Data Connector Plus,0,West,Offline,33,148.2,4890.6,1884.63,3005.97,297,7
2832,2025-08-18,2025,8,34,P004,AI Insights Module,1,West,Online,4,779.31,3117.24,1217.12,1900.12,44,1
2833,2025-08-19,2025,8,34,P001,Analytics Suite,0,North,Online,11,502.52,5527.72,2500.19,3027.53,99,2
2834,2025-08-19,2025,8,34,P002,Dashboard Pro,0,North,Partner,21,303.66,6376.86,3013.29,3363.57,189,5
2835,2025-08-19,2025,8,34,P003,Data Connector Plus,0,North,Online,27,147.15,3973.05,1643.76,2329.29,297,6
2836,2025-08-19,2025,8,34,P004,AI Insights Module,1,North,Partner,4,796.86,3187.44,1307.32,1880.12,56,0
2837,2025-08-19,2025,8,34,P001,Analytics Suite,0,South,Online,11,507.53,5582.83,2280.3,3302.53,88,2
2838,2025-08-19,2025,8,34,P002,Dashboard Pro,0,South,Online,20,301.25,6025.0,2807.6,3217.4,200,4
2839,2025-08-19,2025,8,34,P003,Data Connector Plus,0,South,Offline,28,145.73,4080.44,1603.0,2477.44,308,7
2840,2025-08-19,2025,8,34,P004,AI Insights Module,1,South,Online,4,808.62,3234.48,1462.48,1772.0,40,1
2841,2025-08-19,2025,8,34,P001,Analytics Suite,0,East,Offline,11,506.25,5568.75,2634.39,2934.36,154,2
2842,2025-08-19,2025,8,34,P002,Dashboard Pro,0,East,Offline,19,296.22,5628.18,2418.13,3210.05,228,3
2843,2025-08-19,2025,8,34,P003,Data Connector Plus,0,East,Online,27,153.19,4136.13,1650.51,2485.62,270,7
2844,2025-08-19,2025,8,34,P004,AI Insights Module,1,East,Online,4,800.9,3203.6,1513.4,1690.2,56,0
2845,2025-08-19,2025,8,34,P001,Analytics Suite,0,West,Partner,11,512.22,5634.42,2229.04,3405.38,154,2
2846,2025-08-19,2025,8,34,P002,Dashboard Pro,0,West,Online,19,291.0,5529.0,2190.51,3338.49,228,3
2847,2025-08-19,2025,8,34,P003,Data Connector Plus,0,West,Offline,29,145.07,4207.03,1784.95,2422.08,232,7
2848,2025-08-19,2025,8,34,P004,AI Insights Module,1,West,Offline,3,795.46,2386.38,961.29,1425.09,33,0
2849,2025-08-20,2025,8,34,P001,Analytics Suite,0,North,Partner,12,503.49,6041.88,2488.92,3552.96,120,3
2850,2025-08-20,2025,8,34,P002,Dashboard Pro,0,North,Offline,17,305.79,5198.43,2090.66,3107.77,136,4
2851,2025-08-20,2025,8,34,P003,Data Connector Plus,0,North,Online,28,146.76,4109.28,1710.8,2398.48,336,7
2852,2025-08-20,2025,8,34,P004,AI Insights Module,1,North,Offline,4,802.09,3208.36,1337.44,1870.92,44,1
2853,2025-08-20,2025,8,34,P001,Analytics Suite,0,South,Offline,12,485.97,5831.64,2670.0,3161.64,156,2
2854,2025-08-20,2025,8,34,P002,Dashboard Pro,0,South,Partner,18,305.16,5492.88,2350.8,3142.08,180,3
2855,2025-08-20,2025,8,34,P003,Data Connector Plus,0,South,Offline,32,146.77,4696.64,1805.44,2891.2,256,5
2856,2025-08-20,2025,8,34,P004,AI Insights Module,1,South,Online,3,812.6,2437.8,932.85,1504.95,27,0
2857,2025-08-20,2025,8,34,P001,Analytics Suite,0,East,Online,13,500.61,6507.93,2652.78,3855.15,143,3
2858,2025-08-20,2025,8,34,P002,Dashboard Pro,0,East,Online,19,297.63,5654.97,2441.12,3213.85,152,4
2859,2025-08-20,2025,8,34,P003,Data Connector Plus,0,East,Online,31,148.53,4604.43,2149.54,2454.89,248,5
2860,2025-08-20,2025,8,34,P004,AI Insights Module,1,East,Online,4,777.94,3111.76,1195.68,1916.08,48,0
2861,2025-08-20,2025,8,34,P001,Analytics Suite,0,West,Online,12,497.86,5974.32,2849.04,3125.28,96,3
2862,2025-08-20,2025,8,34,P002,Dashboard Pro,0,West,Partner,18,307.43,5533.74,2268.9,3264.84,198,4
2863,2025-08-20,2025,8,34,P003,Data Connector Plus,0,West,Online,27,150.82,4072.14,1724.49,2347.65,324,5
2864,2025-08-20,2025,8,34,P004,AI Insights Module,1,West,Offline,4,807.45,3229.8,1366.04,1863.76,52,0
2865,2025-08-21,2025,8,34,P001,Analytics Suite,0,North,Online,11,487.64,5364.04,2574.66,2789.38,99,2
2866,2025-08-21,2025,8,34,P002,Dashboard Pro,0,North,Online,20,300.92,6018.4,2840.4,3178.0,280,4
2867,2025-08-21,2025,8,34,P003,Data Connector Plus,0,North,Online,28,148.44,4156.32,1641.36,2514.96,392,6
2868,2025-08-21,2025,8,34,P004,AI Insights Module,1,North,Online,3,786.56,2359.68,1008.75,1350.93,42,0
2869,2025-08-21,2025,8,34,P001,Analytics Suite,0,South,Offline,14,496.1,6945.4,3309.6,3635.8,140,3
2870,2025-08-21,2025,8,34,P002,Dashboard Pro,0,South,Online,17,291.25,4951.25,2172.94,2778.31,187,4
2871,2025-08-21,2025,8,34,P003,Data Connector Plus,0,South,Online,27,146.79,3963.33,1610.28,2353.05,351,5
2872,2025-08-21,2025,8,34,P004,AI Insights Module,1,South,Offline,4,801.49,3205.96,1461.04,1744.92,48,1
2873,2025-08-21,2025,8,34,P001,Analytics Suite,0,East,Online,13,492.1,6397.3,2858.18,3539.12,117,3
2874,2025-08-21,2025,8,34,P002,Dashboard Pro,0,East,Online,18,293.12,5276.16,2269.8,3006.36,216,4
2875,2025-08-21,2025,8,34,P003,Data Connector Plus,0,East,Offline,28,151.95,4254.6,1949.92,2304.68,308,6
2876,2025-08-21,2025,8,34,P004,AI Insights Module,1,East,Online,4,785.75,3143.0,1379.88,1763.12,44,0
2877,2025-08-21,2025,8,34,P001,Analytics Suite,0,West,Offline,13,495.47,6441.11,2513.42,3927.69,130,3
2878,2025-08-21,2025,8,34,P002,Dashboard Pro,0,West,Offline,21,292.69,6146.49,2633.82,3512.67,168,4
2879,2025-08-21,2025,8,34,P003,Data Connector Plus,0,West,Offline,28,151.96,4254.88,1694.84,2560.04,308,7
2880,2025-08-21,2025,8,34,P004,AI Insights Module,1,West,Offline,4,807.14,3228.56,1410.4,1818.16,48,0
2881,2025-08-22,2025,8,34,P001,Analytics Suite,0,North,Online,13,508.19,6606.47,3112.33,3494.14,182,2
2882,2025-08-22,2025,8,34,P002,Dashboard Pro,0,North,Offline,18,307.76,5539.68,2223.9,3315.78,144,3
2883,2025-08-22,2025,8,34,P003,Data Connector Plus,0,North,Partner,29,152.61,4425.69,1721.15,2704.54,232,5
2884,2025-08-22,2025,8,34,P004,AI Insights Module,1,North,Online,3,806.93,2420.79,1079.79,1341.0,42,0
2885,2025-08-22,2025,8,34,P001,Analytics Suite,0,South,Offline,13,511.03,6643.39,2580.11,4063.28,182,2
2886,2025-08-22,2025,8,34,P002,Dashboard Pro,0,South,Offline,20,301.07,6021.4,2821.0,3200.4,240,5
2887,2025-08-22,2025,8,34,P003,Data Connector Plus,0,South,Online,29,145.84,4229.36,2014.34,2215.02,319,7
2888,2025-08-22,2025,8,34,P004,AI Insights Module,1,South,Partner,4,805.04,3220.16,1387.32,1832.84,52,1
2889,2025-08-22,2025,8,34,P001,Analytics Suite,0,East,Partner,13,513.09,6670.17,2737.54,3932.63,130,2
2890,2025-08-22,2025,8,34,P002,Dashboard Pro,0,East,Partner,20,298.13,5962.6,2577.0,3385.6,200,5
2891,2025-08-22,2025,8,34,P003,Data Connector Plus,0,East,Partner,28,153.32,4292.96,1819.16,2473.8,280,5
2892,2025-08-22,2025,8,34,P004,AI Insights Module,1,East,Online,3,813.95,2441.85,1030.17,1411.68,24,0
2893,2025-08-22,2025,8,34,P001,Analytics Suite,0,West,Online,13,508.84,6614.92,2765.23,3849.69,117,2
2894,2025-08-22,2025,8,34,P002,Dashboard Pro,0,West,Offline,19,291.67,5541.73,2623.52,2918.21,152,4
2895,2025-08-22,2025,8,34,P003,Data Connector Plus,0,West,Online,29,151.84,4403.36,1937.49,2465.87,261,6
2896,2025-08-22,2025,8,34,P004,AI Insights Module,1,West,Offline,4,782.24,3128.96,1370.04,1758.92,44,1
2897,2025-08-23,2025,8,34,P001,Analytics Suite,0,North,Offline,9,498.32,4484.88,1723.59,2761.29,90,1
2898,2025-08-23,2025,8,34,P002,Dashboard Pro,0,North,Offline,13,294.67,3830.71,1678.17,2152.54,182,2
2899,2025-08-23,2025,8,34,P003,Data Connector Plus,0,North,Offline,19,148.95,2830.05,1125.56,1704.49,171,3
2900,2025-08-23,2025,8,34,P004,AI Insights Module,1,North,Offline,3,808.15,2424.45,1096.56,1327.89,30,0
2901,2025-08-23,2025,8,34,P001,Analytics Suite,0,South,Offline,8,497.81,3982.48,1775.68,2206.8,112,1
2902,2025-08-23,2025,8,34,P002,Dashboard Pro,0,South,Partner,11,301.51,3316.61,1493.14,1823.47,121,2
2903,2025-08-23,2025,8,34,P003,Data Connector Plus,0,South,Online,19,147.96,2811.24,1331.33,1479.91,190,4
